0	all my sons have grown up with computer games but im not interested i see them as a male thing	place ##holder	a	b	DET DET NOUN AUX VERB ADP ADP NOUN NOUN CCONJ PROPN PART ADJ PRON VERB PRON SCONJ DET ADJ NOUN	predet poss nsubj aux ROOT prt prep compound pobj cc nsubj neg ROOT nsubj ROOT dobj prep det amod pobj
571	women should be encouraged not to become sexually intimate with anyone before marriage even their fia ##nc s	place ##holder	a	b	NOUN VERB AUX VERB PART PART VERB ADV ADJ ADP PRON ADP NOUN ADV DET PROPN PROPN NOUN	nsubjpass aux auxpass ROOT neg aux xcomp advmod acomp prep pobj prep pobj advmod poss advcl advcl case
573	terrible chicks don ##t belong in the booth amateur ##ho ##ur	place ##holder	a	b	ADJ NOUN PROPN PROPN VERB ADP DET PROPN NOUN NOUN NOUN	amod compound nsubj nsubj ROOT prep det compound pobj pobj pobj
574	i would much rather be waiting behind a dude for the bathroom than a lady	place ##holder	a	b	PRON VERB ADV ADV AUX VERB ADP DET NOUN ADP DET NOUN SCONJ DET NOUN	nsubj aux advmod advmod aux ROOT prep det pobj prep det pobj prep det pobj
575	ha ##ha so true rt i do not find female comedians funny there ##s only so much room for jokes about	place ##holder	a	b	INTJ INTJ ADV ADJ PROPN PRON AUX PART VERB ADJ NOUN ADJ NOUN NOUN ADV ADV ADJ NOUN ADP NOUN ADP	ROOT ROOT advmod amod ROOT nsubj aux neg ROOT amod compound amod dobj dobj advmod advmod amod dobj prep pobj prep
577	in my little world it has always seemed that di ##y was best left to women ever done di ##y with a b ##lok ##e fuck ##in nightmare	place ##holder	a	b	ADP DET ADJ NOUN PRON AUX ADV VERB SCONJ PROPN PROPN AUX ADV VERB ADP NOUN ADV VERB NOUN NOUN ADP DET NOUN NOUN NOUN NOUN NOUN NOUN	prep poss amod pobj nsubj aux advmod ROOT mark nsubjpass nsubjpass auxpass advmod ccomp prep pobj advmod dep dobj dobj prep det compound compound compound compound compound pobj
578	women with bad breath is ju ##s in ##ex ##cus ##able th ##t shit is ju ##s not right for a woman to have th ##t ho ##lla back	place ##holder	a	b	NOUN ADP ADJ NOUN AUX PROPN PROPN ADJ ADJ ADJ ADJ PROPN PROPN NOUN AUX PROPN PROPN PART ADJ ADP DET NOUN PART AUX PROPN PROPN PROPN PROPN ADV	nsubj prep amod pobj ROOT advmod advmod acomp acomp acomp acomp compound compound nsubj ROOT acomp acomp neg amod mark det nsubj aux advcl compound compound dobj dobj advmod
579	when i play sims 3 i put my wife ##s bed in the kitchen	place ##holder	a	b	ADV PRON VERB VERB NUM PRON VERB DET NOUN NOUN NOUN ADP DET NOUN	advmod nsubj ROOT dobj nummod nsubj ROOT poss amod amod dobj prep det pobj
581	we are not designed to do it full time its a woman ##s role but like i said iv ##e been there	place ##holder	a	b	PRON AUX PART VERB PART AUX PRON ADJ NOUN DET DET PROPN PROPN NOUN CCONJ INTJ PRON VERB PROPN PROPN AUX ADV	nsubjpass auxpass neg ROOT aux xcomp dobj amod npadvmod poss det compound compound dobj ROOT intj nsubj ROOT nsubj nsubj ccomp advmod
582	taylor ##obe ##na ##uf i ain ##t into women ##s boxing not for me joshua ##mo ##lina	place ##holder	a	b	PROPN PROPN PROPN PROPN PRON VERB VERB ADP NOUN NOUN VERB PART ADP PRON PROPN PROPN PROPN	npadvmod npadvmod npadvmod npadvmod nsubj ROOT ROOT prep pobj pobj advcl neg prep pobj punct punct punct
583	i think boys should always always make the first move always	place ##holder	a	b	PRON VERB NOUN VERB ADV ADV VERB DET ADJ NOUN ADV	nsubj ROOT nsubj aux advmod advmod ccomp det amod dobj advmod
586	once a woman gets a man to commit to her she usually tries to put him on a tight leash	place ##holder	a	b	ADV DET NOUN VERB DET NOUN PART VERB ADP PRON PRON ADV VERB PART VERB PRON ADP DET ADJ NOUN	mark det nsubj advcl det dobj aux relcl prep pobj nsubj advmod ROOT aux xcomp dobj prep det amod pobj
589	i officially hate softball its nothing like baseball masks in the field and on their helmets man the hell up	place ##holder	a	b	PRON ADV VERB NOUN DET PRON SCONJ NOUN NOUN ADP DET NOUN CCONJ ADP DET NOUN VERB DET NOUN ADP	nsubj advmod ROOT xcomp poss dobj prep compound pobj prep det pobj cc conj poss compound pobj det appos prt
590	abc ##de ##f ##g means a boy can do everything for a girl reverse g ##fed ##cb ##a means girl forget everything done catches new boy again	place ##holder	a	b	PROPN PROPN PROPN PROPN VERB DET NOUN VERB AUX PRON ADP DET NOUN NOUN NOUN NOUN NOUN NOUN VERB NOUN VERB PRON VERB NOUN ADJ NOUN ADV	nsubj nsubj nsubj nsubj ROOT det nsubj aux ccomp dobj mark det compound compound nsubj nsubj nsubj nsubj advcl nsubj ccomp nsubj ccomp nmod amod dobj advmod
591	i do think life is genuinely easier for women other than the whole sex ##ism thing in general a lot	place ##holder	a	b	PRON AUX VERB NOUN AUX ADV ADJ ADP NOUN ADJ SCONJ DET ADJ NOUN NOUN NOUN ADP ADJ DET NOUN	nsubj aux ROOT nsubj ccomp advmod acomp prep pobj amod prep det amod compound compound pobj prep amod det npadvmod
592	rt not sex ##ist but females shouldn ##t talk sports that ##s like me talking about a new designer purse or something clue ##less	place ##holder	a	b	PROPN PART VERB VERB CCONJ VERB VERB VERB NOUN NOUN NOUN NOUN SCONJ PRON VERB ADP DET ADJ NOUN NOUN CCONJ PRON ADJ ADJ	ROOT neg acomp acomp cc compound conj conj compound compound ROOT ROOT prep nsubj pcomp prep det amod compound pobj cc compound ROOT ROOT
594	i don ##t consider female pro ##s as actual pro ##s until they reach and compete with actual pro ##s	place ##holder	a	b	PRON VERB VERB VERB ADJ NOUN NOUN SCONJ ADJ NOUN NOUN ADP PRON VERB CCONJ VERB ADP ADJ NOUN NOUN	nsubj appos appos ROOT amod dobj dobj prep amod pobj pobj mark nsubj advcl cc conj prep amod pobj pobj
595	stop fucking object ##ifying strangers call me sex ##ist but i love to watch women with fat ass ##es walk away	place ##holder	a	b	VERB VERB ADJ ADJ NOUN VERB PRON NOUN NOUN CCONJ PRON VERB PART VERB NOUN ADP ADJ NOUN NOUN VERB ADV	csubj xcomp amod amod dobj ROOT dobj oprd oprd cc nsubj conj aux xcomp dobj prep amod pobj pobj conj advmod
599	rt im not sex ##ist but some foods are gender specific please i don ##t want a woman mixing my shaw ##arm ##a	place ##holder	a	b	PROPN PROPN PART ADJ ADJ CCONJ DET NOUN AUX NOUN ADJ INTJ PRON VERB VERB VERB DET NOUN VERB DET NOUN NOUN NOUN	compound nsubj neg ROOT ROOT cc det nsubj conj npadvmod acomp intj nsubj nsubj nsubj ROOT det nsubj ccomp poss dobj dobj dobj
600	the true definition of a goddess is a good house wife and mother who also has good health looks and ph ##ys ##ique	place ##holder	a	b	DET ADJ NOUN ADP DET NOUN AUX DET ADJ NOUN NOUN CCONJ NOUN PRON ADV AUX ADJ NOUN NOUN CCONJ NOUN NOUN NOUN	det amod nsubj prep det pobj ROOT det amod compound attr cc conj nsubj advmod relcl amod compound dobj cc conj conj conj
602	yes i find it difficult to accept that girls can be death metal fans i always thought girls were smarter than that	place ##holder	a	b	INTJ PRON VERB PRON ADJ PART VERB SCONJ NOUN VERB AUX NOUN NOUN NOUN PRON ADV VERB NOUN AUX ADJ SCONJ DET	intj nsubj ROOT nsubj ccomp aux advcl mark nsubj aux ccomp compound compound attr nsubj advmod relcl nsubj ccomp acomp prep pobj
605	rt ib ##eli ##eve sum chores r 4 men like taking out the trash cutting grass n shovel ##ing snow	place ##holder	a	b	PROPN VERB VERB VERB NOUN NOUN NOUN NUM NOUN SCONJ VERB ADP DET NOUN NOUN NOUN CCONJ VERB VERB NOUN	nsubj ROOT ROOT ROOT compound dobj nmod nummod ROOT prep pcomp prt det compound amod compound npadvmod compound compound dobj
608	becoming a marine makes you look like a very manly man if women can do it too not as good for sho ##ring up your mas ##cu ##lini ##ty	place ##holder	a	b	VERB DET NOUN VERB PRON VERB SCONJ DET ADV ADJ NOUN SCONJ NOUN VERB AUX PRON ADV PART ADV ADJ ADP VERB VERB ADP DET NOUN NOUN NOUN NOUN	csubj det amod ROOT nsubj ccomp prep det advmod amod pobj mark nsubj aux advcl dobj advmod neg advmod acomp prep pcomp pcomp prt poss dobj dobj dobj dobj
609	no ##oo ##o yours are actually funny and enjoyable ha ##ha and its acceptable for guys not girls	place ##holder	a	b	PROPN PROPN PROPN PRON AUX ADV ADJ CCONJ ADJ NOUN NOUN CCONJ DET ADJ ADP NOUN PART NOUN	compound compound compound nsubj ROOT advmod acomp cc conj attr attr cc poss conj prep pobj neg ROOT
611	i think girls that smoke weed is so una ##tt ##ractive	place ##holder	a	b	PRON VERB NOUN DET VERB PROPN AUX ADV ADJ ADJ ADJ	nsubj ROOT dobj mark compound nsubj relcl advmod acomp acomp acomp
612	whenever i see some idiot perform a dangerous bone ##head ##ed driving maneuver half the time it turns out to be a woman	place ##holder	a	b	ADV PRON VERB DET NOUN VERB DET ADJ ADJ ADJ ADJ NOUN NOUN DET DET NOUN PRON VERB ADP PART AUX DET NOUN	advmod nsubj ROOT det nsubj ccomp det amod amod amod amod compound dobj predet det npadvmod nsubj relcl prt aux xcomp det attr
613	i have balls and a chick can ##t beat me in anything lo ##l	place ##holder	a	b	PRON AUX NOUN CCONJ DET NOUN NOUN NOUN VERB PRON ADP PRON VERB VERB	nsubj ROOT dobj cc det compound conj conj conj dobj prep pobj advmod advmod
614	what an odd place for an as ##ter ##isk im not sex ##ist but most girls are fucking stupid	place ##holder	a	b	DET DET ADJ NOUN ADP DET NOUN NOUN NOUN NOUN PART ADJ ADJ CCONJ ADJ NOUN AUX VERB ADJ	det det amod nsubj prep det compound compound compound pobj neg ROOT ROOT cc amod nsubj aux conj acomp
615	im sorry women have no place in sports announcing especially come nfl games	place ##holder	a	b	PROPN ADJ NOUN AUX DET NOUN ADP NOUN VERB ADV VERB PROPN NOUN	nsubj amod nsubj ROOT det dobj prep pobj acl advmod conj compound attr
616	we usa needs a man to act like a man not what we got now	place ##holder	a	b	PRON PROPN VERB DET NOUN PART VERB SCONJ DET NOUN PART PRON PRON VERB ADV	nsubj appos ROOT det dobj aux relcl prep det pobj neg dobj nsubj relcl advmod
617	porn ##os are educational every girl should watch them and take notes it ##d take shit too the next level nrl ##b	place ##holder	a	b	NOUN NOUN AUX ADJ DET NOUN VERB VERB PRON CCONJ VERB NOUN PROPN PROPN VERB NOUN ADV DET ADJ NOUN VERB VERB	nsubj nsubj ROOT acomp det nsubj aux conj dobj cc conj dobj aux aux relcl dobj advmod det amod dobj ROOT ROOT
619	a man should work hard enough to support you doesn ##t matter how much you make just how hard you work that ##s attractive	place ##holder	a	b	DET NOUN VERB VERB ADV ADV PART VERB PRON VERB VERB VERB ADV ADV PRON VERB ADV ADV ADJ PRON VERB NOUN NOUN ADJ	det nsubj aux ROOT advmod advmod aux advcl dobj amod amod advmod advmod dobj nsubj ccomp advmod advmod advmod nsubj ccomp dobj dobj acomp
620	girls and football do not go	place ##holder	a	b	NOUN CCONJ NOUN AUX PART VERB	nsubj cc conj aux neg ROOT
624	advice for women think like a man act like a women	place ##holder	a	b	NOUN ADP NOUN VERB SCONJ DET NOUN NOUN SCONJ DET NOUN	nsubj prep pobj ROOT prep det compound pobj prep det pobj
625	i love that men shouldn ##t be dramatic shouldn ##t fuss like old ladies and get emotional and moody at the drop of a dime	place ##holder	a	b	PRON VERB SCONJ NOUN NOUN NOUN AUX ADJ NOUN NOUN NOUN SCONJ ADJ NOUN CCONJ AUX ADJ CCONJ ADJ ADP DET NOUN ADP DET NOUN	nsubj ROOT mark compound nsubj nsubj ccomp amod compound compound attr prep amod pobj cc conj acomp cc conj prep det pobj prep det pobj
627	women just cannot talk football jem ##ele h knows not what she says right now	place ##holder	a	b	NOUN ADV VERB PROPN PROPN PROPN PROPN PROPN VERB PART PRON PRON VERB ADV ADV	nsubj advmod aux ROOT compound compound compound nsubj ROOT neg dobj nsubj ccomp advmod advmod
628	rt im not sex ##ist but seriously if your ##e female you need to be able to cook its in your dna	place ##holder	a	b	PROPN PROPN PART ADJ ADJ CCONJ ADV SCONJ NOUN NOUN ADJ PRON VERB PART AUX ADJ PART VERB DET ADP DET NOUN	compound nsubj neg ROOT ROOT cc advmod mark nsubj nsubj advcl nsubj conj aux xcomp acomp aux xcomp dobj prep poss pobj
629	girls do not like football fact	place ##holder	a	b	NOUN AUX PART VERB NOUN NOUN	nsubj aux neg ROOT compound dobj
630	mo ##wing the lawn lo ##l rt i don ##t think women should do things like take out the trash or mo ##w the lawn lo ##l	place ##holder	a	b	VERB VERB DET NOUN VERB VERB PROPN PRON VERB VERB VERB NOUN VERB AUX NOUN SCONJ VERB ADP DET NOUN CCONJ VERB VERB DET NOUN NOUN NOUN	ROOT ROOT det dobj ROOT ROOT ROOT nsubj nsubj nsubj ROOT nsubj aux ccomp dobj prep pcomp prt det dobj cc conj conj det dobj ROOT ROOT
631	usa needs armies of strong men leaders who fight for the protection respect purity rights of women	place ##holder	a	b	PROPN VERB NOUN ADP ADJ NOUN NOUN PRON VERB ADP DET NOUN NOUN NOUN NOUN ADP NOUN	nsubj compound ROOT prep amod compound pobj nsubj relcl prep det compound compound compound pobj prep pobj
633	why do i let little insignificant things ann ##oy me because your ##e a woman its true	place ##holder	a	b	ADV AUX PRON VERB ADJ ADJ NOUN VERB VERB PRON SCONJ NOUN NOUN DET NOUN DET ADJ	advmod aux nsubj ROOT amod amod dobj prep prep pobj mark advcl advcl det dobj poss dobj
636	see now your ##e gonna that ##s such a female thing to do assume ne ##gat ##ivity 1st i was emphasis ##ing not yelling	place ##holder	a	b	VERB ADV PROPN PROPN NOUN NOUN NOUN DET DET ADJ NOUN PART AUX VERB NOUN NOUN NOUN NOUN PRON AUX VERB VERB PART VERB	aux advmod ROOT ROOT compound dobj dobj predet det amod dobj aux aux relcl compound compound compound dobj nsubj aux ROOT ROOT neg xcomp
638	women are made to be loved not understood oscar w women ##sd ##ay love	place ##holder	a	b	NOUN AUX VERB PART AUX VERB PART VERB PROPN PROPN PROPN PROPN PROPN PROPN	nsubjpass auxpass ROOT aux auxpass xcomp neg conj compound det compound compound compound dobj
640	i think its odd when females don ##t have nice pen ##manship its boys who should be the ugly writers	place ##holder	a	b	PRON VERB DET ADJ ADV NOUN NOUN NOUN AUX ADJ NOUN NOUN DET NOUN PRON VERB AUX DET ADJ NOUN	nsubj ROOT poss ccomp advmod compound nsubj nsubj advcl amod dobj dobj poss appos nsubj aux relcl det amod attr
641	rt its always fun watching sports w a woman in the room my ##au ##nt not ##se ##xi ##st	place ##holder	a	b	PROPN DET ADV ADJ VERB NOUN PROPN DET NOUN ADP DET PROPN PROPN PROPN PROPN NOUN NOUN NOUN NOUN	ROOT poss advmod dobj acl dobj intj det ROOT prep det compound compound compound compound pobj pobj pobj pobj
642	call me sex ##ist but i really don ##t like female country singers	place ##holder	a	b	VERB PRON ADJ ADJ CCONJ PRON ADV VERB VERB SCONJ ADJ NOUN NOUN	ROOT dobj oprd oprd cc nsubj advmod ROOT ROOT prep amod compound pobj
643	if there ##s a tv room and you know its go ##n be dude ##s back here try ##na watch espn why you come back here talk ##in leave	place ##holder	a	b	SCONJ VERB VERB DET NOUN NOUN CCONJ PRON VERB DET NOUN NOUN AUX NOUN NOUN ADV ADV NOUN NOUN NOUN NOUN ADV PRON VERB ADV ADV NOUN NOUN NOUN	mark ROOT ROOT det compound dobj cc nsubj parataxis poss nsubj nsubj ROOT attr attr advmod advmod npadvmod npadvmod ROOT dobj advmod nsubj ccomp advmod advmod nsubj nsubj ROOT
644	i get nervous when i see a woman driving i get extra nervous when i see a woman driving a speeding ambulance not ##se ##xi ##st	place ##holder	a	b	PRON VERB ADJ ADV PRON VERB DET NOUN VERB PRON VERB ADJ ADJ ADV PRON VERB DET NOUN VERB DET VERB NOUN NOUN NOUN NOUN NOUN	nsubj ROOT acomp advmod nsubj advcl det nsubj ccomp nsubj ROOT advmod acomp advmod nsubj advcl det nsubj ccomp det amod compound dobj dobj dobj dobj
646	u can i never passed out in my life i always thought that was a female trait lo ##l	place ##holder	a	b	PROPN VERB PRON ADV VERB ADP ADP DET NOUN PRON ADV VERB DET AUX DET ADJ NOUN NOUN NOUN	nsubj aux nsubj neg ROOT prt prep poss pobj nsubj advmod ROOT nsubj ccomp det amod attr ROOT ROOT
647	asian women indian women neither can drive my harley says otherwise	place ##holder	a	b	ADJ NOUN ADJ NOUN CCONJ VERB VERB DET NOUN VERB ADV	amod compound amod nsubj preconj aux ccomp poss dobj ROOT advmod
648	girls live longer than boys have superior language skills we should celebrate our differences not hide em	place ##holder	a	b	NOUN VERB ADV SCONJ NOUN AUX ADJ NOUN NOUN PRON VERB VERB DET NOUN PART VERB PRON	nsubj ROOT advmod mark nsubj advcl amod compound dobj nsubj aux ROOT poss dobj neg ROOT dobj
649	iv ##e never found a girl that gets stupid to be respectable if your ##e a woman you always have your shit together period	place ##holder	a	b	PROPN PROPN ADV VERB DET NOUN DET VERB ADJ PART AUX ADJ SCONJ NOUN NOUN DET NOUN PRON ADV AUX DET NOUN ADV VERB	nsubj nsubj neg ROOT det dobj nsubj relcl acomp aux advcl acomp mark advcl advcl det dobj nsubj advmod conj poss dobj advmod dobj
651	i don ##t think women should drive or vote or be educated yo ##had ##to ##gam ##ble	place ##holder	a	b	PRON VERB VERB VERB NOUN VERB VERB CCONJ VERB CCONJ AUX VERB ADJ ADJ ADJ ADJ ADJ	nsubj nsubj nsubj ROOT nsubj aux ccomp cc conj cc auxpass conj advmod advmod advmod advmod advmod
652	why do women play best of 3 and men best of 5 in tennis it is not sex ##ist but in most sports women are not as good as men	place ##holder	a	b	ADV AUX NOUN VERB ADJ ADP NUM CCONJ NOUN ADJ ADP NUM ADP NOUN PRON AUX PART ADJ ADJ CCONJ ADP ADJ NOUN NOUN AUX PART ADV ADJ SCONJ NOUN	advmod aux nsubj ROOT advmod prep pobj cc conj advmod prep pobj prep pobj nsubj ROOT neg acomp acomp cc prep amod compound pobj conj neg advmod acomp prep pobj
653	yu ##p just my preference the woman should not be making 2 ##x as her partner	place ##holder	a	b	INTJ INTJ ADV DET NOUN DET NOUN VERB PART AUX VERB PUNCT PUNCT SCONJ DET NOUN	ROOT ROOT advmod poss dobj det nsubj aux neg aux relcl dobj dobj prep poss pobj
655	i think guys are fun ##nier than girls probably 75 of the time	place ##holder	a	b	PRON VERB NOUN AUX ADJ ADJ SCONJ NOUN ADV NUM ADP DET NOUN	nsubj ROOT nsubj ccomp acomp acomp prep pobj advmod ccomp prep det pobj
656	i understand especially when it comes to self defense im not sex ##ist but there ##s some things that were meant just for men	place ##holder	a	b	PRON VERB ADV ADV PRON VERB ADP NOUN PROPN PROPN PART ADJ ADJ CCONJ VERB VERB DET NOUN DET AUX VERB ADV ADP NOUN	nsubj ROOT advmod advmod nsubj ccomp prep compound compound pobj neg advcl advcl cc conj conj det dobj nsubjpass auxpass relcl advmod prep pobj
660	most girls who try and be funny make me cr ##inge so hard most girls have the worst sense of humor	place ##holder	a	b	ADJ NOUN PRON VERB CCONJ AUX ADJ VERB PRON VERB VERB ADV ADV ADJ NOUN AUX DET ADJ NOUN ADP NOUN	amod nsubj nsubj relcl cc conj acomp ROOT nsubj ccomp ccomp advmod advmod amod nsubj ccomp det amod dobj prep pobj
662	im not sex ##ist but letting the red ranger be female in pr ##ss is just not right the red ranger is always a guy no exceptions	place ##holder	a	b	PROPN PART ADJ ADJ CCONJ VERB DET ADJ NOUN AUX ADJ ADP NOUN NOUN AUX ADV PART ADV DET ADJ NOUN AUX ADV DET NOUN DET NOUN	nsubj neg nsubj nsubj cc conj det amod nsubj ccomp acomp prep pobj pobj ROOT advmod neg acomp det amod nsubj ROOT advmod det attr det attr
663	look like a girl act like a lady think like a man work like a boss working ##hard	place ##holder	a	b	VERB SCONJ DET NOUN NOUN SCONJ DET NOUN NOUN SCONJ DET NOUN NOUN SCONJ DET NOUN NOUN NOUN	ROOT prep det compound pobj prep det pobj conj prep det nsubj pobj prep det pobj advmod advmod
664	nothing makes me sick more than a males la ##zine ##ss sometimes we have solid reasons for things we hate	place ##holder	a	b	PRON VERB PRON ADJ ADJ SCONJ DET NOUN NOUN NOUN NOUN ADV PRON AUX ADJ NOUN ADP NOUN PRON VERB	nsubj ROOT nsubj ccomp advmod prep det compound pobj pobj pobj advmod nsubj ccomp amod dobj prep pobj nsubj relcl
